mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
6.964162302017212,2.0862181364038808,0.009687995910644532,0.0015054232604992037,-0.0031622776601683794,30,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 30}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
6.981402254104614,2.122513981930338,0.010117149353027344,2.0023527269928685e-05,-0.0031622776601683794,45,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 45}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
7.02072377204895,2.182785614523471,0.009903907775878906,0.000451263656631954,-0.0031622776601683794,60,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 60}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
7.040458679199219,2.17226690876028,0.00870671272277832,0.001410048948290211,-0.0031622776601683794,80,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 80}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
7.149144268035888,2.189266496793809,0.007860660552978516,0.003953455159034305,-0.0031622776601683794,100,"{'Boost__base_estimator__alpha': -0.0031622776601683794, 'Boost__n_estimators': 100}",0.69375,0.584375,0.64375,0.696875,0.675,0.65875,0.04171143428365897,78,0.95078125,0.94609375,0.96484375,0.96953125,0.96171875,0.95859375,0.008783418326596992
0.44252767562866213,0.056171314276364494,0.002828502655029297,0.003956663254686087,-0.1,1,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 1}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
0.8265506744384765,0.12256746881548687,0.004465532302856445,0.004692103071357051,-0.1,2,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 2}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.7742304801940918,0.4292417393081726,0.005026388168334961,0.003360709136421965,-0.1,5,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 5}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.8614998817443849,0.47612207868184536,0.006511306762695313,0.0036986128011867823,-0.1,10,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 10}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.8692207336425781,0.5086843275700458,0.003667879104614258,0.003962349622462042,-0.1,20,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 20}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.8697563648223876,0.4936867544764535,0.005632877349853516,0.00330647713813178,-0.1,30,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 30}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.9025496959686279,0.47858992192188116,0.005683088302612304,0.00414814695167865,-0.1,45,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 45}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.9043415546417237,0.49986255043770245,0.004538726806640625,0.002431027282466205,-0.1,60,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 60}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.9418170928955079,0.5271541052659281,0.010916519165039062,0.0037801665556906373,-0.1,80,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 80}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
1.9640153884887694,0.5482553392549526,0.006468963623046875,0.003936837943320592,-0.1,100,"{'Boost__base_estimator__alpha': -0.1, 'Boost__n_estimators': 100}",0.740625,0.69375,0.659375,0.675,0.69375,0.6925,0.027286099941178817,31,0.9453125,0.92890625,0.93984375,0.946875,0.9484375,0.9418749999999999,0.007102073860852191
0.4548622131347656,0.06348056417233025,0.00661468505859375,0.003647598226500596,-0.0316227766016838,1,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 1}",0.7375,0.715625,0.659375,0.675,0.69375,0.69625,0.02790889195220762,28,0.8734375,0.91640625,0.93984375,0.946875,0.9484375,0.925,0.02821599862002054
0.9651279449462891,0.12303702817526277,0.002431154251098633,0.00392263906769033,-0.0316227766016838,2,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 2}",0.7375,0.715625,0.659375,0.675,0.69375,0.69625,0.02790889195220762,28,0.8734375,0.91640625,0.93984375,0.946875,0.9484375,0.925,0.02821599862002054
2.098617696762085,0.3678750513762973,0.007450246810913086,0.0013904571009925027,-0.0316227766016838,5,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 5}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
2.647591733932495,1.0060556794416862,0.005860757827758789,0.003637741981462403,-0.0316227766016838,10,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 10}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
2.641263818740845,0.9990703628605372,0.00664830207824707,0.003470372665246003,-0.0316227766016838,20,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 20}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
2.6344054698944093,1.0185948688691837,0.0059413909912109375,0.004494741231495225,-0.0316227766016838,30,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 30}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
2.640264320373535,0.9882560890480218,0.009472799301147462,0.0055178045821511245,-0.0316227766016838,45,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 45}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
2.657045030593872,1.0247231957013656,0.006678485870361328,0.0029382903580647663,-0.0316227766016838,60,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 60}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
2.6874226570129394,1.0401564829498378,0.005041790008544922,0.0036073145558306887,-0.0316227766016838,80,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 80}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
2.705429697036743,1.0113345438507193,0.0066492557525634766,0.003477081716911757,-0.0316227766016838,100,"{'Boost__base_estimator__alpha': -0.0316227766016838, 'Boost__n_estimators': 100}",0.65,0.715625,0.659375,0.675,0.69375,0.67875,0.023667620285951832,52,0.94453125,0.91640625,0.93984375,0.946875,0.9484375,0.93921875,0.011769680990791573
0.4566279411315918,0.04240519584596576,0.005199623107910156,0.0003986617130130699,0,1,"{'Boost__base_estimator__alpha': 0, 'Boost__n_estimators': 1}",0.790625,0.740625,0.715625,0.7375,0.721875,0.74125,0.026398390102428605,1,0.85234375,0.7890625,0.7984375,0.83125,0.8890625,0.83203125,0.03644344934278311
1.0676369667053223,0.15001852895079068,0.005394363403320312,0.003450281887737098,0,2,"{'Boost__base_estimator__alpha': 0, 'Boost__n_estimators': 2}",0.790625,0.740625,0.715625,0.7375,0.721875,0.74125,0.026398390102428605,1,0.85234375,0.7890625,0.7984375,0.83125,0.8890625,0.83203125,0.03644344934278311
2.8806332111358643,0.3048797047223674,0.007879209518432618,0.0031652821850129105,0,5,"{'Boost__base_estimator__alpha': 0, 'Boost__n_estimators': 5}",0.603125,0.659375,0.659375,0.6125,0.653125,0.6375,0.024526771087935724,123,0.946875,0.91796875,0.9203125,0.9359375,0.93828125,0.931875,0.011041912340034224
5.853233766555786,0.28279253916849867,0.010138320922851562,0.005852570237074642,0,10,"{'Boost__base_estimator__alpha': 0, 'Boost__n_estimators': 10}",0.6375,0.653125,0.6125,0.6125,0.63125,0.629375,0.015512092057488531,127,0.9625,0.94140625,0.96171875,0.96015625,0.959375,0.9570312499999998,0.007890238233095374
9.099589490890503,0.8544177734181116,0.010244035720825195,0.0003805496803281535,0,20,"{'Boost__base_estimator__alpha': 0, 'Boost__n_estimators': 20}",0.671875,0.65,0.578125,0.7,0.625,0.645,0.04158011844619973,99,0.965625,0.94609375,0.96171875,0.96484375,0.9578125,0.95921875,0.0071158109604598195
9.096423053741455,0.8700589901834822,0.010271835327148437,0.0003692388280532423,0,30,"{'Boost__base_estimator__alpha': 0, 'Boost__n_estimators': 30}",0.671875,0.65,0.578125,0.7,0.625,0.645,0.04158011844619973,99,0.965625,0.94609375,0.96171875,0.96484375,0.9578125,0.95921875,0.0071158109604598195
9.082710123062133,0.8325137589051196,0.010479736328125,0.0008249343667880998,0,45,"{'Boost__base_estimator__alpha': 0, 'Boost__n_estimators': 45}",0.671875,0.65,0.578125,0.7,0.625,0.645,0.04158011844619973,99,0.965625,0.94609375,0.96171875,0.96484375,0.9578125,0.95921875,0.0071158109604598195
